,key,text,duration,mode,rate,rmse,spec_cent,spec_bw,rolloff,zcr,mfcc
0,../data2/train/wav/tr_2_tr01002.wav, የተ ለቀቁት ምርኮኞች በ አካባቢያቸው ሰላማዊ ኑሮ እንዲ ኖሩ የ ትራንስፖርት ና መጓጓዣ ገንዘብ ተሰጥቷ ቸው መሸኘታቸው ን አመልክቶ በ የ ዞ ናቸው እንደ ደረሱ መቃቋሚያ እንደሚ ሰጣቸው ም አስ ታውቋል ,16.384013605442178,stereo,44100,0.005556621,769.1711434784951,1256.9898033850925,1618.3605161672274,0.0030946380355878185,-17.840212
1,../data2/train/wav/tr_3_tr01003.wav, በ አዲስ አበባው ስታዲየም በ ተካሄዱ ት ሁለት ግጥሚያ ዎች በ መጀመሪያ የ ተገናኙ ት መድን ና ሙገር ሲሚንቶ ሲ ሆኑ በ ውጤቱ ም ሶስት ለ ሶስት ተለያይ ተዋል ,14.59201814058957,stereo,44100,0.0054174033,783.7250209301468,1286.6755079082757,1654.4420774910502,0.0019259335222752585,-18.258934
2,../data2/train/wav/tr_4_tr01004.wav, ወሬው ን ወሬ ያደረጉ ምስጢረ ኞች ናቸው ,4.736009070294784,stereo,44100,0.0055352384,687.3722554615586,1161.3871797267414,1368.0972828584559,0.004953421798406863,-18.79653
3,../data2/train/wav/tr_5_tr01005.wav, ኢትዮጵያዊ ቷ በ ብሄራዊ ባህላዊ አለባበስ ከ አለም አንደኝነት ን ተቀዳጀ ች ,8.19201814058957,stereo,44100,0.005625663,782.274709171073,1257.4562105125308,1691.149452793024,0.0033930705559490084,-18.172558
4,../data2/train/wav/tr_6_tr01006.wav, ከ ትምክህት እንዳይ ቆጠር ብን እንጂ በ አለም ታሪክ ውስጥ በ ነጮች ያል ተረገጠ ች አገር ኢትዮጵያ ና ት ,8.704013605442176,stereo,44100,0.0056127612,675.773426819858,1236.1901698076595,1418.4064453125,0.0033912760416666666,-18.153847
5,../data2/train/wav/tr_7_tr01007.wav, እህቶቹ የኤርትራ ዜጐች ና የ ሻእቢያ ደጋፊዎች ናቸው ,6.144013605442177,stereo,44100,0.0055572772,806.6292944567743,1234.2921515413889,1687.0248931308963,0.005377542747641509,-18.534111
6,../data2/train/wav/tr_8_tr01008.wav, እናንተ ም መቀበሪያ እንዳ ታጡ ተጠንቀቁ ,5.248004535147392,stereo,44100,0.005731834,554.4210686539341,1135.9123304854754,966.2371300703643,0.004020505656732892,-18.330233
7,../data2/train/wav/tr_9_tr01009.wav, አንቶኔሊ በ አጼ ምንሊክ ፊት የ ፈጸመው ድፍረት በ ኢጣሊያ ን ምክር ቤት አስተ ቸው ,8.19201814058957,stereo,44100,0.00576755,789.0783607121293,1293.3877131149527,1661.0456688208214,0.005294324318342776,-18.066618
8,../data2/train/wav/tr_10_tr01010.wav, ግን ወደ ኋላው ላይ ኢሳያስ እንደ ልማ ዳቸው ሁሉን ም የ መልከ ፍ ዲፕሎማሲ ያቸው እስራኤል ንም ያስ ወር ፋቸው ጀመር ,10.368004535147392,stereo,44100,0.0058337455,872.3762196374125,1285.3611995135743,1833.7907010276845,0.005501083612975391,-17.626675
9,../data2/train/wav/tr_11_tr01011.wav, ከ የ አቅጣጫ ው እየ ደረሷቸው ያሉ መረጃዎች አሳሳቢ ችግሮች እየ ደረሱ መሆናቸው ን የሚ ጠቁሙ መሆናቸው ን ፕሬዝዳንቱ ተናግረ ዋል ,11.136009070294785,stereo,44100,0.0056622843,820.511886364254,1274.4683474372239,1763.2777404785156,0.00391387939453125,-17.844788
